id,number,segmentId,departureTime,arrivalTime
16620,U26690,1595,15:55:00,18:25:32.7060000
16621,U29334,1595,13:27:00,15:55:32.7060000
16622,U22268,1595,12:59:00,15:14:32.7060000
16623,U25819,1595,06:24:00,08:57:32.7060000
16624,U27721,1595,04:52:00,07:23:32.7060000
16625,U26823,1596,09:10:00,11:50:51.1170000
16626,U21816,1596,10:01:00,12:30:51.1170000
16627,U25264,1596,05:45:00,08:36:51.1170000
16628,U21846,1596,01:18:00,03:56:51.1170000
16629,U29714,1596,19:13:00,22:03:51.1170000
16630,U26219,1596,19:29:00,22:04:51.1170000
16631,U27164,1596,20:49:00,23:27:51.1170000
16632,U22053,1596,09:03:00,11:33:51.1170000
16633,U28835,1596,16:19:00,18:43:51.1170000
16634,U28247,1596,1.00:37:00,1.03:05:51.1170000
16635,U25417,1597,07:00:00,09:32:03.0600000
16636,U26091,1597,1.00:37:00,1.03:16:03.0600000
16637,U29635,1597,16:22:00,18:54:03.0600000
16638,U28735,1597,18:41:00,21:24:03.0600000
16639,U26147,1597,12:32:00,15:20:03.0600000
16640,U22487,1597,20:12:00,22:46:03.0600000
16641,U22812,1597,23:54:00,1.02:41:03.0600000
16642,U24652,1597,21:10:00,23:55:03.0600000
16643,U27249,1597,02:22:00,05:02:03.0600000
16644,U27480,1598,09:38:00,12:22:15.7110000
16645,U21008,1598,06:59:00,09:35:15.7110000
16646,U23473,1598,08:31:00,10:57:15.7110000
16647,U23340,1598,15:29:00,18:15:15.7110000
16648,U25556,1598,12:13:00,14:51:15.7110000
16649,U25827,1598,08:51:00,11:31:15.7110000
16650,U21929,1598,03:07:00,05:34:15.7110000
16651,U29065,1598,18:20:00,20:48:15.7110000
16652,U26402,1598,21:57:00,1.00:26:15.7110000
16653,U26840,1598,12:32:00,15:04:15.7110000
16654,U26151,1598,11:56:00,14:14:15.7110000
16655,U28701,1598,06:54:00,09:14:15.7110000
16656,U21690,1598,21:39:00,23:59:15.7110000
16657,U29621,1599,04:21:00,07:06:10.6260000
16658,U27540,1599,19:26:00,22:07:10.6260000
16659,U21737,1599,21:33:00,23:53:10.6260000
16660,U27773,1599,05:05:00,07:33:10.6260000
16661,U24344,1599,22:03:00,1.00:41:10.6260000
16662,U27692,1599,17:52:00,20:37:10.6260000
16663,U23682,1599,16:02:00,18:45:10.6260000
16664,U29541,1599,19:03:00,21:26:10.6260000
16665,U25300,1599,09:02:00,11:20:10.6260000
16666,U29976,1599,08:54:00,11:38:10.6260000
16667,U29676,1599,10:17:00,12:45:10.6260000
16668,U29015,1599,20:02:00,22:36:10.6260000
16669,U27851,1599,02:02:00,04:34:10.6260000
16670,U24453,1599,03:05:00,05:45:10.6260000
16671,U21013,1599,13:44:00,16:12:10.6260000
16672,U25933,1599,1.00:48:00,1.03:13:10.6260000
16673,U21363,1599,13:41:00,16:22:10.6260000
16674,U22996,1600,05:06:00,08:06:07.3160000
16675,U21232,1600,13:18:00,16:32:07.3160000
16676,U21963,1600,19:21:00,22:21:07.3160000
16677,U24138,1600,10:40:00,13:47:07.3160000
16678,U24177,1600,21:57:00,1.00:47:07.3160000
16679,U28600,1600,13:39:00,16:49:07.3160000
16680,U23752,1600,01:52:00,04:40:07.3160000
16681,U21339,1600,10:41:00,13:28:07.3160000
16682,U23213,1600,11:48:00,14:43:07.3160000
16683,U21573,1600,09:53:00,12:57:07.3160000
16684,U29209,1601,11:24:00,13:56:23.9120000
16685,U21992,1601,22:03:00,1.00:41:23.9120000
16686,U28965,1601,17:41:00,20:33:23.9120000
16687,U22795,1601,22:15:00,1.01:04:23.9120000
16688,U29423,1601,10:18:00,13:04:23.9120000
16689,U28813,1601,15:52:00,18:26:23.9120000
16690,U22608,1601,05:39:00,08:33:23.9120000
16691,U28066,1601,14:10:00,16:53:23.9120000
16692,U21260,1601,01:56:00,04:31:23.9120000
16693,U28290,1601,18:17:00,20:52:23.9120000
16694,U24635,1601,22:53:00,1.01:44:23.9120000
16695,U28211,1601,03:24:00,06:10:23.9120000
16696,U26435,1601,04:56:00,07:25:23.9120000
16697,U26709,1601,09:48:00,12:41:23.9120000
16698,U29150,1602,01:40:00,04:33:11.0010000
16699,U21531,1602,06:14:00,09:02:11.0010000
16700,U27320,1602,16:24:00,19:41:11.0010000
16701,U29830,1602,09:22:00,12:26:11.0010000
16702,U25630,1602,19:49:00,22:59:11.0010000
16703,U27646,1602,11:54:00,15:05:11.0010000
16704,U28997,1602,17:14:00,20:05:11.0010000
16705,U28215,1602,12:11:00,15:20:11.0010000
16706,U25014,1602,1.00:10:00,1.03:15:11.0010000
16707,U26629,1602,14:41:00,17:34:11.0010000
16708,U21117,1602,15:55:00,18:47:11.0010000
16709,U26668,1603,07:53:00,13:13:43.7680000
16710,U26525,1603,13:38:00,19:06:43.7680000
16711,U21419,1603,12:56:00,18:25:43.7680000
16712,U25131,1603,02:31:00,08:00:43.7680000
16713,U26181,1603,18:55:00,1.00:19:43.7680000
16714,U21183,1603,09:25:00,14:43:43.7680000
16715,U28842,1603,20:47:00,1.02:02:43.7680000
16716,U26480,1603,11:07:00,16:27:43.7680000
16717,U26270,1603,17:38:00,22:53:43.7680000
16718,U29213,1604,10:16:00,15:35:11.5200000
16719,U29031,1604,12:24:00,17:53:11.5200000
16720,U24163,1604,03:03:00,08:25:11.5200000
16721,U26685,1604,13:26:00,18:46:11.5200000
16722,U21953,1604,1.00:41:00,1.05:54:11.5200000
16723,U27614,1604,08:58:00,14:18:11.5200000
16724,U28116,1604,08:17:00,13:36:11.5200000
16725,U21130,1604,04:33:00,10:06:11.5200000
16726,U29535,1604,1.01:19:00,1.06:35:11.5200000
16727,U21600,1604,11:39:00,16:58:11.5200000
16728,U22717,1605,23:34:00,1.04:41:23.5490000
16729,U24516,1605,22:10:00,1.03:31:23.5490000
16730,U28229,1605,07:54:00,12:58:23.5490000
16731,U29496,1605,19:49:00,1.00:56:23.5490000
16732,U24340,1605,04:06:00,09:30:23.5490000
16733,U22518,1605,18:32:00,23:49:23.5490000
16734,U22205,1605,09:15:00,14:32:23.5490000
16735,U29255,1606,13:48:00,19:28:24.6830000
16736,U22042,1606,05:10:00,10:43:24.6830000
16737,U23990,1606,10:57:00,16:12:24.6830000
16738,U23827,1606,05:33:00,10:56:24.6830000
16739,U28445,1606,15:22:00,20:51:24.6830000
16740,U23843,1606,02:32:00,08:00:24.6830000
16741,U26524,1606,06:39:00,12:15:24.6830000
16742,U25473,1606,16:55:00,22:23:24.6830000
16743,U23085,1606,02:52:00,08:09:24.6830000
16744,U21765,1606,12:24:00,17:43:24.6830000
16745,U28283,1607,13:25:00,17:21:11.2960000
16746,U23606,1607,19:49:00,23:30:11.2960000
16747,U27865,1607,1.00:55:00,1.04:56:11.2960000
16748,U29730,1607,09:19:00,13:27:11.2960000
16749,U21063,1607,02:01:00,05:44:11.2960000
16750,U26050,1607,12:22:00,16:17:11.2960000
16751,U26222,1607,19:57:00,1.00:05:11.2960000
16752,U28203,1607,12:17:00,16:22:11.2960000
16753,U28732,1607,10:49:00,14:51:11.2960000
16754,U28985,1607,11:10:00,15:02:11.2960000
16755,U21371,1608,21:08:00,23:51:46.0430000
16756,U26900,1608,23:37:00,1.02:12:46.0430000
16757,U21969,1608,11:54:00,14:28:46.0430000
16758,U22883,1608,05:57:00,08:37:46.0430000
16759,U27189,1608,03:17:00,05:43:46.0430000
16760,U23021,1608,03:51:00,06:12:46.0430000
16761,U26373,1608,21:27:00,1.00:07:46.0430000
16762,U23328,1608,04:37:00,07:13:46.0430000
16763,U26871,1608,03:20:00,06:02:46.0430000
16764,U21936,1609,10:59:00,13:55:00.9880000
16765,U29090,1609,21:38:00,1.00:25:00.9880000
16766,U21524,1609,04:14:00,07:08:00.9880000
16767,U26112,1609,17:10:00,20:20:00.9880000
16768,U29032,1609,10:40:00,13:24:00.9880000
16769,U26898,1609,12:05:00,14:57:00.9880000
16770,U28870,1609,17:34:00,20:30:00.9880000
16771,U22296,1610,03:08:00,05:43:04.7130000
16772,U26287,1610,21:36:00,23:50:04.7130000
16773,U27251,1610,14:22:00,17:02:04.7130000
16774,U23322,1610,17:26:00,20:06:04.7130000
16775,U29929,1610,01:43:00,04:17:04.7130000
16776,U23002,1610,17:58:00,20:33:04.7130000
16777,U23355,1610,17:52:00,20:08:04.7130000
16778,U28675,1610,11:39:00,14:14:04.7130000
16779,U26772,1611,16:02:00,18:39:37.1980000
16780,U24944,1611,20:34:00,23:09:37.1980000
16781,U27716,1611,07:06:00,09:30:37.1980000
16782,U25123,1611,13:17:00,15:40:37.1980000
16783,U23879,1611,21:58:00,1.00:37:37.1980000
16784,U26928,1611,21:13:00,23:49:37.1980000
16785,U25415,1611,06:44:00,09:05:37.1980000
16786,U21889,1611,19:54:00,22:17:37.1980000
16787,U21996,1611,09:56:00,12:25:37.1980000
16788,U29262,1611,13:28:00,15:56:37.1980000
16789,U23982,1611,06:21:00,09:07:37.1980000
16790,U26352,1611,1.00:42:00,1.03:10:37.1980000
16791,U24981,1612,10:35:00,13:53:19.3460000
16792,U29401,1612,12:48:00,15:56:19.3460000
16793,U21285,1612,10:22:00,13:56:19.3460000
16794,U21425,1612,11:20:00,14:48:19.3460000
16795,U23456,1612,09:02:00,12:24:19.3460000
16796,U28926,1612,08:35:00,12:07:19.3460000
16797,U27036,1612,09:10:00,12:37:19.3460000
16798,U27171,1612,04:07:00,07:39:19.3460000
16799,U25267,1612,06:54:00,10:15:19.3460000
16800,U21935,1612,02:48:00,06:08:19.3460000
16801,U21381,1612,07:58:00,11:08:19.3460000
16802,U24676,1612,13:17:00,16:24:19.3460000
16803,U21840,1613,06:00:00,08:14:56.0110000
16804,U26813,1613,12:47:00,14:56:56.0110000
16805,U28321,1613,13:03:00,15:19:56.0110000
16806,U21978,1613,16:22:00,18:29:56.0110000
16807,U28585,1613,13:51:00,15:56:56.0110000
16808,U23394,1613,21:30:00,23:57:56.0110000
16809,U29098,1613,05:52:00,08:08:56.0110000
16810,U22649,1613,06:01:00,08:20:56.0110000
16811,U29279,1613,21:35:00,23:51:56.0110000
16812,U26979,1613,23:07:00,1.01:23:56.0110000
16813,U21955,1613,11:00:00,13:21:56.0110000
16814,U24653,1614,14:37:00,18:57:19.0500000
16815,U25536,1614,10:35:00,14:49:19.0500000
16816,U23727,1614,22:59:00,1.03:08:19.0500000
16817,U23388,1614,09:40:00,13:44:19.0500000
16818,U22230,1614,17:48:00,22:14:19.0500000
16819,U29226,1615,21:19:00,23:50:55.3810000
16820,U25995,1615,14:55:00,17:33:55.3810000
16821,U22380,1615,22:39:00,1.01:04:55.3810000
16822,U28135,1615,12:49:00,15:38:55.3810000
16823,U23406,1615,14:28:00,17:14:55.3810000
16824,U27383,1615,21:55:00,1.00:21:55.3810000
16825,U23958,1615,22:15:00,1.00:49:55.3810000
16826,U21387,1615,20:31:00,23:12:55.3810000
16827,U21879,1615,17:20:00,19:48:55.3810000
16828,U23116,1615,22:35:00,1.01:15:55.3810000
16829,U29418,1615,17:05:00,19:55:55.3810000
16830,U24823,1616,09:45:00,12:17:33.8170000
16831,U29887,1616,16:33:00,19:23:33.8170000
16832,U24126,1616,15:48:00,18:13:33.8170000
16833,U24111,1616,23:11:00,1.01:47:33.8170000
16834,U27471,1616,22:27:00,1.01:15:33.8170000
16835,U22541,1616,09:31:00,12:08:33.8170000
16836,U27488,1616,07:23:00,09:51:33.8170000
16837,U26187,1616,09:19:00,11:48:33.8170000
16838,U24633,1616,17:12:00,19:36:33.8170000
16839,U25616,1616,05:29:00,08:14:33.8170000
16840,U21072,1617,01:51:00,04:37:56.7330000
16841,U24327,1617,18:30:00,20:56:56.7330000
16842,U23136,1617,12:15:00,14:42:56.7330000
16843,U22315,1617,01:27:00,03:55:56.7330000
16844,U29573,1617,16:08:00,18:55:56.7330000
16845,U29243,1617,22:20:00,1.00:44:56.7330000
16846,U27252,1617,19:52:00,22:20:56.7330000
16847,U27885,1618,14:04:00,16:50:11.0450000
16848,U26981,1618,10:42:00,13:17:11.0450000
16849,U26774,1618,19:07:00,21:45:11.0450000
16850,U22484,1618,17:37:00,20:13:11.0450000
16851,U22728,1618,12:04:00,14:26:11.0450000
16852,U25589,1618,20:09:00,22:26:11.0450000
16853,U29800,1618,22:36:00,1.01:09:11.0450000
16854,U25531,1618,04:57:00,07:37:11.0450000
16855,U27177,1618,04:56:00,07:17:11.0450000
16856,U25412,1618,02:01:00,04:22:11.0450000
16857,U25333,1618,23:10:00,1.01:48:11.0450000
16858,U25352,1618,1.00:09:00,1.02:49:11.0450000
16859,U23056,1619,14:51:00,17:43:02.7500000
16860,U22314,1619,01:53:00,04:49:02.7500000
16861,U27301,1619,10:39:00,13:29:02.7500000
16862,U22829,1619,01:03:00,03:49:02.7500000
16863,U27986,1619,13:00:00,15:55:02.7500000
16864,U23083,1619,19:17:00,22:28:02.7500000
16865,U22980,1619,01:49:00,04:57:02.7500000
16866,U25476,1619,23:13:00,1.02:26:02.7500000
16867,U25083,1619,14:13:00,17:15:02.7500000
16868,U23801,1619,12:01:00,15:09:02.7500000
16869,U26487,1619,12:18:00,15:12:02.7500000
16870,U27653,1619,20:56:00,23:40:02.7500000
16871,U27822,1620,17:48:00,20:16:57.7580000
16872,U25855,1620,15:40:00,17:42:57.7580000
16873,U26498,1620,03:32:00,06:02:57.7580000
16874,U23333,1620,1.00:08:00,1.02:21:57.7580000
16875,U27991,1620,08:36:00,10:41:57.7580000
16876,U28826,1620,09:39:00,11:59:57.7580000
16877,U23444,1620,04:26:00,06:35:57.7580000
16878,U23553,1620,22:13:00,1.00:32:57.7580000
16879,U29449,1620,01:55:00,04:19:57.7580000
16880,U29620,1620,12:21:00,14:45:57.7580000
16881,U28086,1621,11:20:00,14:15:20.4800000
16882,U23538,1621,10:15:00,13:23:20.4800000
16883,U22248,1621,12:12:00,14:54:20.4800000
16884,U22549,1621,15:14:00,18:16:20.4800000
16885,U21483,1621,08:42:00,11:48:20.4800000
16886,U27423,1621,21:21:00,1.00:26:20.4800000
16887,U29201,1621,12:47:00,15:33:20.4800000
16888,U23629,1621,12:01:00,15:03:20.4800000
16889,U26277,1621,18:18:00,21:06:20.4800000
16890,U23559,1622,04:01:00,06:49:11.0010000
16891,U22539,1622,16:53:00,19:44:11.0010000
16892,U23267,1622,04:18:00,07:14:11.0010000
16893,U26247,1622,16:27:00,19:31:11.0010000
16894,U27290,1622,09:34:00,12:38:11.0010000
16895,U22238,1622,05:05:00,07:59:11.0010000
16896,U29697,1622,07:12:00,10:02:11.0010000
16897,U22587,1622,09:54:00,12:59:11.0010000
16898,U24589,1622,1.00:04:00,1.02:53:11.0010000
16899,U29951,1622,18:14:00,21:17:11.0010000
16900,U28094,1622,08:20:00,11:15:11.0010000
16901,U28653,1622,09:23:00,12:11:11.0010000
16902,U22995,1623,06:43:00,09:24:20.3260000
16903,U23401,1623,18:45:00,21:11:20.3260000
16904,U29763,1623,11:59:00,14:25:20.3260000
16905,U24128,1623,12:36:00,15:08:20.3260000
16906,U27744,1623,11:02:00,13:40:20.3260000
16907,U28525,1623,08:04:00,10:31:20.3260000
16908,U28546,1623,08:16:00,10:37:20.3260000
16909,U27719,1623,14:02:00,16:20:20.3260000
16910,U24112,1623,16:39:00,19:20:20.3260000
16911,U21575,1623,07:39:00,10:21:20.3260000
16912,U27188,1623,03:09:00,05:30:20.3260000
16913,U26700,1624,22:34:00,1.01:18:36.1820000
16914,U23696,1624,04:04:00,06:38:36.1820000
16915,U24511,1624,21:13:00,23:33:36.1820000
16916,U22652,1624,20:29:00,22:59:36.1820000
16917,U25984,1624,19:23:00,22:03:36.1820000
16918,U28472,1624,18:41:00,21:01:36.1820000
16919,U27723,1624,03:03:00,05:39:36.1820000
16920,U28629,1624,06:36:00,09:02:36.1820000
16921,U21165,1624,09:47:00,12:31:36.1820000
16922,U23592,1624,20:50:00,23:07:36.1820000
16923,U24745,1624,07:45:00,10:14:36.1820000
16924,U23494,1624,12:05:00,14:34:36.1820000
16925,U28976,1625,05:00:00,07:46:00.3590000
16926,U28480,1625,17:19:00,20:19:00.3590000
16927,U28508,1625,11:55:00,14:54:00.3590000
16928,U27659,1625,11:50:00,14:37:00.3590000
16929,U24423,1625,19:33:00,22:14:00.3590000
16930,U27711,1625,1.00:38:00,1.03:39:00.3590000
16931,U22939,1625,09:53:00,12:33:00.3590000
16932,U24550,1625,06:16:00,09:04:00.3590000
16933,U21958,1625,09:22:00,12:01:00.3590000
16934,U29413,1625,11:29:00,14:35:00.3590000
16935,U28582,1625,23:24:00,1.02:11:00.3590000
16936,U26341,1625,20:14:00,23:15:00.3590000
16937,U27882,1625,23:26:00,1.02:14:00.3590000
16938,U25265,1625,01:31:00,04:24:00.3590000
16939,U29741,1625,15:22:00,18:15:00.3590000
16940,U26581,1626,01:02:00,04:00:45.3510000
16941,U29420,1626,09:54:00,12:31:45.3510000
16942,U23781,1626,07:56:00,11:00:45.3510000
16943,U26551,1626,06:44:00,09:24:45.3510000
16944,U27073,1626,02:04:00,04:41:45.3510000
16945,U28075,1626,1.00:45:00,1.03:23:45.3510000
16946,U23049,1626,04:53:00,07:42:45.3510000
16947,U24357,1626,06:50:00,09:50:45.3510000
16948,U25605,1627,10:26:00,12:49:20.3290000
16949,U21979,1627,17:00:00,19:11:20.3290000
16950,U26730,1627,19:39:00,22:00:20.3290000
16951,U23294,1627,11:58:00,14:01:20.3290000
16952,U22022,1627,21:17:00,23:19:20.3290000
16953,U25292,1627,20:41:00,22:47:20.3290000
16954,U21463,1627,02:25:00,04:27:20.3290000
16955,U28843,1627,22:20:00,1.00:26:20.3290000
16956,U27324,1627,09:17:00,11:38:20.3290000
16957,U23339,1627,20:34:00,22:56:20.3290000
16958,U28161,1628,03:24:00,05:57:29.5680000
16959,U27603,1628,01:49:00,04:27:29.5680000
16960,U22395,1628,06:31:00,08:55:29.5680000
16961,U25145,1628,05:00:00,07:37:29.5680000
16962,U27959,1628,12:03:00,14:44:29.5680000
16963,U26762,1628,12:05:00,14:33:29.5680000
16964,U23541,1628,21:27:00,1.00:04:29.5680000
16965,U26380,1628,20:49:00,23:33:29.5680000
16966,U29498,1628,11:47:00,14:32:29.5680000
16967,U28752,1628,1.00:05:00,1.02:31:29.5680000
16968,U22169,1629,16:10:00,17:51:14.9080000
16969,U25138,1629,13:12:00,15:16:14.9080000
16970,U21220,1629,16:09:00,17:47:14.9080000
16971,U24675,1629,23:27:00,1.01:15:14.9080000
16972,U26635,1629,17:32:00,19:34:14.9080000
16973,U25054,1629,1.00:42:00,1.02:33:14.9080000
16974,U27967,1629,21:13:00,22:54:14.9080000
16975,U27732,1629,17:30:00,19:22:14.9080000
16976,U22200,1629,13:27:00,15:14:14.9080000
16977,U22254,1629,11:32:00,13:32:14.9080000
16978,U27921,1629,1.00:19:00,1.02:07:14.9080000
16979,U27030,1629,16:07:00,18:14:14.9080000
16980,U25018,1629,18:34:00,20:27:14.9080000
16981,U28112,1629,15:46:00,17:33:14.9080000
16982,U26014,1629,14:15:00,16:19:14.9080000
16983,U23411,1629,16:48:00,18:48:14.9080000
16984,U24838,1630,18:09:00,20:12:59.5610000
16985,U23212,1630,10:20:00,12:07:59.5610000
16986,U27326,1630,04:55:00,06:59:59.5610000
16987,U29632,1630,21:33:00,23:14:59.5610000
16988,U23655,1630,19:22:00,21:30:59.5610000
16989,U27599,1630,07:34:00,09:38:59.5610000
16990,U24124,1630,10:49:00,12:39:59.5610000
16991,U27714,1630,19:33:00,21:41:59.5610000
16992,U22817,1630,16:50:00,18:51:59.5610000
16993,U21909,1630,15:59:00,17:44:59.5610000
16994,U23864,1630,01:57:00,04:04:59.5610000
16995,U24569,1630,17:27:00,19:35:59.5610000
16996,U26911,1631,12:57:00,16:39:13.4100000
16997,U27843,1631,22:36:00,1.02:21:13.4100000
16998,U29235,1631,1.01:18:00,1.04:43:13.4100000
16999,U29772,1631,1.00:28:00,1.04:09:13.4100000
17000,U21461,1631,02:34:00,06:02:13.4100000
17001,U26337,1631,08:03:00,11:25:13.4100000
17002,U28175,1631,09:19:00,13:07:13.4100000
17003,U26694,1631,07:18:00,10:46:13.4100000
17004,U26126,1631,22:24:00,1.01:51:13.4100000
17005,U29706,1631,02:45:00,06:27:13.4100000
17006,U28854,1631,12:22:00,16:02:13.4100000
17007,U26586,1632,12:27:00,15:51:14.5450000
17008,U22620,1632,05:04:00,08:42:14.5450000
17009,U28462,1632,09:25:00,12:51:14.5450000
17010,U25150,1632,1.01:46:00,1.05:15:14.5450000
17011,U27500,1632,08:13:00,11:43:14.5450000
17012,U23847,1632,08:07:00,11:42:14.5450000
17013,U26699,1632,10:58:00,14:18:14.5450000
17014,U23730,1632,19:51:00,23:34:14.5450000
17015,U28954,1632,02:53:00,06:29:14.5450000
17016,U23658,1632,21:02:00,1.00:41:14.5450000
17017,U22531,1632,20:04:00,23:40:14.5450000
17018,U29752,1632,18:33:00,22:14:14.5450000
17019,U27336,1632,08:33:00,12:12:14.5450000
17020,U29521,1632,13:10:00,16:37:14.5450000
17021,EI3981,1633,04:20:00,05:50:49.3390000
17022,EI3660,1633,21:41:00,23:16:49.3390000
17023,EI9988,1633,20:05:00,21:24:49.3390000
17024,EI6399,1633,14:42:00,16:29:49.3390000
17025,EI5146,1633,19:50:00,21:10:49.3390000
17026,EI1980,1633,14:17:00,15:54:49.3390000
17027,EI3288,1633,15:41:00,17:20:49.3390000
17028,EI4483,1633,18:46:00,20:07:49.3390000
17029,EI2362,1633,20:30:00,22:00:49.3390000
17030,EI3929,1633,10:46:00,12:31:49.3390000
17031,EI1010,1633,09:48:00,11:28:49.3390000
17032,EI8380,1633,05:50:00,07:10:49.3390000
17033,EI8391,1634,20:02:00,1.00:06:51.8050000
17034,EI7579,1634,16:49:00,20:51:51.8050000
17035,EI2239,1634,05:38:00,09:58:51.8050000
17036,EI1730,1634,21:10:00,1.01:18:51.8050000
17037,EI1535,1634,05:19:00,09:41:51.8050000
17038,EI7622,1634,23:14:00,1.03:30:51.8050000
17039,EI8398,1635,01:14:00,05:21:20.3690000
17040,EI8373,1635,05:24:00,09:24:20.3690000
17041,EI5027,1635,14:37:00,18:45:20.3690000
17042,EI9127,1635,04:58:00,08:49:20.3690000
17043,EI1742,1635,22:37:00,1.02:24:20.3690000
17044,EI6114,1635,05:02:00,09:10:20.3690000
17045,EI1157,1635,10:20:00,14:23:20.3690000
17046,EI2258,1636,1.01:51:00,1.06:36:05.6220000
17047,EI4315,1636,02:26:00,07:06:05.6220000
17048,EI6421,1636,07:43:00,12:08:05.6220000
17049,EI7938,1636,1.01:02:00,1.05:28:05.6220000
17050,EI6239,1636,06:02:00,10:41:05.6220000
17051,EI3760,1636,15:43:00,20:06:05.6220000
17052,EI7511,1636,06:53:00,11:33:05.6220000
17053,EI9450,1636,02:47:00,07:20:05.6220000
17054,EI9300,1636,05:54:00,10:34:05.6220000
17055,EI9950,1637,07:09:00,10:36:09.1900000
17056,EI9796,1637,04:33:00,07:55:09.1900000
17057,EI6534,1637,06:04:00,09:14:09.1900000
17058,EI1358,1637,02:01:00,05:25:09.1900000
17059,EI6994,1637,16:00:00,19:10:09.1900000
17060,EI9222,1637,03:49:00,07:06:09.1900000
17061,EI6169,1637,1.00:59:00,1.04:21:09.1900000
17062,EI5574,1637,23:48:00,1.03:23:09.1900000
17063,EI2626,1637,15:46:00,19:05:09.1900000
17064,EI9852,1637,02:23:00,05:52:09.1900000
17065,EI4853,1638,1.00:47:00,1.03:43:54.7970000
17066,EI6714,1638,20:57:00,23:58:54.7970000
17067,EI1825,1638,10:33:00,13:30:54.7970000
17068,EI1356,1638,13:34:00,16:31:54.7970000
17069,EI7103,1638,02:58:00,06:08:54.7970000
17070,EI7976,1638,15:47:00,18:58:54.7970000
17071,EI6557,1638,10:49:00,14:13:54.7970000
17072,EI8969,1638,19:17:00,22:26:54.7970000
17073,EI1347,1638,14:42:00,17:57:54.7970000
17074,EI7168,1638,16:01:00,19:18:54.7970000
17075,EI3431,1639,16:23:00,19:16:11.7370000
17076,EI8598,1639,17:31:00,20:31:11.7370000
17077,EI2195,1639,23:45:00,1.02:55:11.7370000
17078,EI7974,1639,20:03:00,23:18:11.7370000
17079,EI4170,1639,19:27:00,22:16:11.7370000
17080,EI4351,1639,15:14:00,18:09:11.7370000
17081,EI2378,1639,19:55:00,23:07:11.7370000
17082,EI5178,1639,13:00:00,16:11:11.7370000
17083,EI3410,1639,03:07:00,06:12:11.7370000
17084,EI7537,1640,07:58:00,10:54:52.1960000
17085,EI8024,1640,13:59:00,16:52:52.1960000
17086,EI7375,1640,07:13:00,10:16:52.1960000
17087,EI9317,1640,07:19:00,10:16:52.1960000
17088,EI2798,1640,17:38:00,20:34:52.1960000
17089,EI4148,1640,04:13:00,07:19:52.1960000
17090,EI5709,1640,22:41:00,1.01:28:52.1960000
17091,EI9862,1640,11:05:00,13:57:52.1960000
17092,EI3603,1641,03:58:00,07:07:05.4270000
17093,EI7903,1641,09:11:00,12:10:05.4270000
17094,EI5559,1641,21:33:00,1.00:32:05.4270000
17095,EI7856,1641,17:05:00,20:01:05.4270000
17096,EI7071,1641,16:01:00,19:00:05.4270000
17097,EI2862,1641,10:34:00,13:20:05.4270000
17098,EI7291,1641,18:20:00,21:02:05.4270000
17099,EI5026,1641,15:06:00,18:02:05.4270000
17100,EI3165,1641,14:25:00,17:20:05.4270000
17101,EI5790,1641,08:55:00,12:03:05.4270000
17102,EI3263,1641,18:36:00,21:41:05.4270000
17103,EI6388,1642,05:26:00,07:21:59.8900000
17104,EI3006,1642,23:36:00,1.01:24:59.8900000
17105,EI2333,1642,15:49:00,17:35:59.8900000
17106,EI8768,1642,22:30:00,1.00:18:59.8900000
17107,EI4209,1642,15:11:00,17:06:59.8900000
17108,EI9552,1642,22:05:00,23:49:59.8900000
17109,EI9162,1642,18:18:00,20:04:59.8900000
17110,EI8120,1642,23:11:00,1.01:15:59.8900000
17111,EI7064,1642,20:43:00,22:33:59.8900000
17112,EI2220,1642,22:07:00,1.00:03:59.8900000
17113,EI8796,1642,03:15:00,05:10:59.8900000
17114,EI7389,1642,10:06:00,11:58:59.8900000
17115,EI9774,1642,09:56:00,11:36:59.8900000
17116,EI9011,1643,10:33:00,12:33:00.9730000
17117,EI9944,1643,01:28:00,03:17:00.9730000
17118,EI1362,1643,11:24:00,13:13:00.9730000
17119,EI8150,1643,06:22:00,08:33:00.9730000
17120,EI5287,1643,05:27:00,07:22:00.9730000
17121,EI7085,1643,22:19:00,1.00:28:00.9730000
17122,EI2288,1643,07:39:00,09:48:00.9730000
17123,EI5475,1643,06:46:00,08:59:00.9730000
17124,EI4100,1643,20:20:00,22:31:00.9730000
17125,EI4910,1643,11:19:00,13:18:00.9730000
17126,EI7072,1643,07:40:00,09:37:00.9730000
17127,EI6985,1643,01:23:00,03:31:00.9730000
17128,EI8733,1643,09:57:00,12:15:00.9730000
17129,EI3596,1643,12:14:00,14:27:00.9730000
17130,EI4921,1644,22:03:00,1.01:00:47.2390000
17131,EI2199,1644,22:13:00,1.01:18:47.2390000
17132,EI4647,1644,09:07:00,12:12:47.2390000
17133,EI5770,1644,06:15:00,09:21:47.2390000
17134,EI1882,1644,19:36:00,22:27:47.2390000
17135,EI5994,1644,23:55:00,1.02:38:47.2390000
17136,EI2481,1644,20:59:00,23:47:47.2390000
17137,EI3889,1644,02:15:00,05:23:47.2390000
17138,EI2456,1645,08:13:00,12:25:09.9290000
17139,EI2076,1645,20:00:00,1.00:25:09.9290000
17140,EI8498,1645,15:23:00,19:34:09.9290000
17141,EI6583,1645,07:22:00,11:44:09.9290000
17142,EI8836,1645,03:19:00,07:33:09.9290000
17143,EI7507,1645,11:36:00,15:46:09.9290000
